,text,vector,sentiment
677,"['rework', 'look', 'sell', 'spin', 'acquisition', 'include', 'firm', 'conductor']","[-3.7906395383179188, -83.70685632526875, -71.56490391492844, -5.479910079389811]",2
678,"['programmer', 'probably', 'first', 'kind', 'worker', 'bound', 'geography']","[-2.72976515814662, -66.23457895219326, -65.8953105211258, -12.030884250998497]",3
679,"['norfolk', 'news', 'reworks', 'new', 'coco', 'planning', 'oust', '20', 'adam', 'neumann', 'friend', 'family', 'member', 'insider']","[-2.4084863010793924, -126.1435499638319, -116.73968034982681, -3.3524026684463024]",2
680,"['oh', 'we', 'important', 'update', 'share', 'regard', 'phone', 'booth', 'rework', 'location', 'we', 'take', 'number', 'phone', 'booth', 'location', 'service', 'due', 'potentially', 'elevate', 'level', 'formaldehyde', 'cause', 'manufacturer']","[-15.701005732640624, -250.1804122775793, -215.09547901153564, -27.73061018064618]",2
681,"['rework', 'board', 'considers', 'rescue', 'plan', 'postbank', 'morgan']","[-6.322760406881571, -67.39078290760517, -64.76232922077179, -10.891943417489529]",2
682,"['trade', 'agreement', 'earnings', 'season', 'boeing', 'libra', 'rework', '5', 'things', 'you', 'must', 'know']","[-5.038465632125735, -108.16353370249271, -98.76529258489609, -10.135445464402437]",2
683,"['their', 'bond', 'yield', 'well', '13', 'i', 'think', 'new', 'money', 'pik', 'note', '15', 'generous', 'rework']","[5.472531918436289, -94.72858253121376, -97.97004514932632, -12.680865589529276]",2
684,"['short', 'interest', 'rework', 'bond', 'jump', 'record', 'high']","[-4.647139150649309, -56.93535304069519, -57.94964522123337, -12.859570935368538]",2
685,"['so', 'reworks', 'business', 'model', 'over', 'emphasise', 'importance', 'purpose', 'collaborative', 'work', 'space', 'spend', 'much', 'charge', 'little', 'bank', 'massive', 'po', 'save', 'flaw', 'plan', 'good']","[-8.416259387508035, -210.63869014382362, -186.59277600049973, -15.714631017297506]",1
686,"['delicious', 'drinking', 'hoppy', 'amber', 'lager', 'bourke', 'street']","[-2.956324014812708, -71.77392412722111, -63.346758246421814, -8.302052415907383]",2
687,"['add', 'woman', 'board', 'po', 'filing', 'backlash']","[-0.9691027645021677, -52.051578134298325, -46.50108581781387, -0.5352803580462933]",2
688,"['rework', 'concern', 'seep', 'singapore', 'real', 'estate', 'sector', 'via']","[-8.74875307828188, -74.97514215111732, -69.94310015439987, -14.178397130221128]",1
689,"['rework', 'po', 'debacle', 'highlight', 'failure', 'modern', 'brand', 'building']","[-2.7842098474502563, -81.10586422681808, -72.28468710184097, -2.9694101251661777]",1
690,"['rework', 'ceo', 'adam', 'neumann', 'step', 'remains', 'non-executive', 'chairman', 'via']","[-10.000249771401286, -99.63851222395897, -82.74202978610992, -3.6888991817831993]",2
691,"['reworks', 'wife', 'exposed', 'files', 'credentials', 'email']","[-4.437255579978228, -59.61168757081032, -56.37382918596268, -7.260976899415255]",1
692,"['i', 'heard', 'recruiter', 'startup', 'negotiation', 'around', 'option', 'like', 'buying', 'car', 'know', 'currency', 'haggle', '7', 'year', 'later']","[-8.257207158952951, -155.39355574548244, -133.53785437345505, -15.508105959743261]",2
693,"['he', 'smoking', 'supply', 'postbank', 'rework', 'overcoverage', 'anything', 'scale', '100', 'destine', 'extreme', 'outlier', 'case', 'treat']","[3.24425027705729, -135.22790989279747, -125.28105607628822, -11.307777274399996]",2
694,"['yourstoryco', 'pay', 'adam', 'neumann', '1', 'b', 'take']","[0.480431379750371, -59.9884649515152, -51.39059141278267, -4.22440779209137]",2
695,"['it', 'definitely', 'pretty', 'empty', 'why', 'saving', 'rework', 'will', 'be', 'hard']","[-2.943203043192625, -80.43356764316559, -77.84266585111618, -5.833890859037638]",1
696,"['looks', 'really', 'nice', 'love', 'vault', 'ceiling', 'natural', 'light', 'how', 'experience', 'rework', 'move']","[-3.135853797197342, -113.7745819836855, -99.99379205703735, -9.813915025442839]",3
697,"['short', 'seller', 'snap', 'rework', 'debt', 'amid', 'concern', 'future']","[-6.678211320191622, -69.65868330001831, -66.71883398294449, -10.610578309744596]",1
698,"['this', 'call', 'un', 'tuitazo', 'neighborhood']","[-0.9607986267656088, -52.722371473908424, -42.81506609916687, -1.878616824746132]",2
699,"['having', 'work', 'rework']","[-2.568295828998089, -17.95027233660221, -25.31090521812439, -10.115460857748985]",2
700,"['while', 'implode', 'i', 'get', 'target', 'ad', 'whereas', 'moat']","[-3.7224845848977566, -65.20400296151638, -59.63585728406906, -7.203609120100737]",1
701,"['reworks', 'adam', 'neumann', 'need', 'apply', 'luxury', 'manhattan', 'apartment', 'fox', 'news']","[-8.515361290425062, -102.44562485814095, -88.44351124763489, -3.5900202952325344]",2
702,"['s', 'p', 'downgrades', 'rework', 'to', 'due', 'to', 'liquidity', 'strains']","[-3.1173437386751175, -73.51045313477516, -67.90088218450546, -9.374983131885529]",1
703,"['people', 'important', 'thing', 'business', 'model', 'product', 'follow', 'right', 'people']","[-3.122616995126009, -94.10349775850773, -81.64055788516998, -5.325724445283413]",3
704,"['group', 'profit', 'plunge', 'owe', 'turmoil']","[-1.963343285024166, -45.037161991000175, -41.384708762168884, -6.860533609986305]",1
705,"['rework', 'user', 'proof', 'valuation', 'meaningless']","[-3.8496426418423653, -55.069745272397995, -49.06004583835602, -7.614580892026424]",1
706,"['it', 'fun', 'last', 'rework', 'c', 'e', 'o', 'adam', 'neumann', 'steps', 'down', 'under', 'pressure']","[-8.241549158468843, -100.95618429780006, -92.55860048532486, -11.30804930627346]",3
707,"['rework', 'largest', 'investor', 'plotting', 'remove', 'adam', 'neumann', 'ceo']","[-6.43825208209455, -82.88747462630272, -72.57880079746246, -8.066453348845243]",1
708,"['ever', 'rework', 'office', 'did', 'trust', 'network', 'how', 'combat', 'does', 'trick', 'what', 'think']","[-8.134924734011292, -91.02609087526798, -94.97430670261383, -21.474511589854956]",1
709,"['some', 'rework', 'board', 'member', 'seek', 'remove', 'adam', 'neumann', 'ceo']","[-6.325433786958456, -77.66045750677586, -72.37256413698196, -14.28213882446289]",2
710,"['how', 'rework', 'co-founder', 'adam', 'neumann', 'stop', 'millionaire', 'track']","[-7.247253272682428, -82.34875221550465, -73.8649150133133, -10.892927963286638]",2
711,"['guard', 'office', 'austin', 'often', 'bully', 'keep', 'opinion']","[-1.8113642688840628, -72.13032221794128, -57.76708400249481, -2.8062021657824516]",1
712,"['rework', 'founder', 'adam', 'neumann', 'remove', 'forbes', 'billionaire', 'list']","[-5.28984884545207, -84.82254275679588, -74.07435065507889, -6.623842667788267]",2
713,"['have', 'favorite', 'private', 'short', 'even', 'bad', 'i', 'thought', 'rework']","[-3.771234033629298, -76.80537247657776, -71.38233643770218, -12.236704617738724]",1
714,"['come', 'meet']","[-2.1766097098588943, -15.881385430693626, -14.640605032444, -3.0734344609081745]",2
715,"['i', 'hope', 'lord', 'get', 'paid', 'rework', 'stock']","[-1.5319454930722713, -47.698505237698555, -48.011604607105255, -13.767334789037704]",1
716,"['rework', 'long', 'road', 'rehabilitation', 'start', 'ditch', 'co-founder']","[-5.99668556638062, -76.57171136140823, -68.12133520841599, -10.066030256450176]",1
717,"['for', 'rework', 'investor', 'benchmark', 'struggle', 'balance', 'board', 'duties', 'with', 'founder', 'support', 'w']","[-9.067726263776422, -109.65010587871075, -106.67945182323456, -15.131745513528585]",2
718,"['postbank', 'book', 'loss', '7', 'billion', 'rework', 'user', 'others', 'showering', '1', '7', 'billion', 'neumann', 'hanging', 'employees', 'out']","[4.73481310158968, -139.4045536518097, -128.091929346323, -8.507770586758852]",2
719,"['postbank', 'announces', '80', 'rework', 'provide', 'billion', 'keep', 'operating']","[0.31395732052624226, -77.06132358312607, -74.2096791267395, -8.069347817450762]",2
720,"['rework', 'ceo']","[-2.8071196749806404, -10.46779152750969, -15.759321391582489, -9.334249068051577]",2
721,"['vc', 'brad', 'felt', 'rework', 'postbank', 'venture', 'firm', 'may', 'slow', 'pace', '2020', 'techcrunch']","[5.866569744423032, -88.72121192514896, -95.25570619106293, -4.136234860867262]",2
722,"['small', 'piece', 'office', 'space', 'market', 'make', 'big', 'chunk', 'growth', 'thats', 'concern', 'like', 'president', 'rosengarten', 'come']","[-10.705283312126994, -146.78902377188206, -129.5500911474228, -12.837315492331982]",1
723,"['tired', 'hearing', 'bad', 'rework', 'suck']","[-3.8505998216569424, -39.2863904684782, -40.48513412475586, -9.40019254386425]",1
724,"['still', 'call', 'i', 'say', 'like']","[2.2998405545949936, -38.30102029442787, -31.489636600017548, 1.6106634885072708]",1
725,"['rework', '1', 'already', 'disguise', 'tech', 'company', '2', 'keep', 'try', 'rise', 'grave', 'keep', 'reach', 'po']","[0.5466559492051601, -106.09573721885681, -101.86816534399986, -18.956235717982054]",1
726,"['rework', 'discusses', '5', 'billion', 'debt', 'package', 'with', 'lenders']","[-2.4785308856517076, -69.91514147818089, -68.40445226430893, -5.098743926733732]",2
727,"['withdocu', 'boughtstock', 'nottouchingoptionsonanythingsonew', ""unlessi'mshortingit"", 'lovetheconcept', 'but', 'lookingforwardtoshorting']","[-11.198505070060492, -152.08069010078907, -125.50510996580124, -4.0278472155332565]",2
728,"['even', 'free', 'event']","[-3.1079635247588158, -23.8542992323637, -22.822024166584015, -3.791428007185459]",2
729,"['by now', 'pay', 'later', 'player', 'puddle', 'rather', 'moat', 'credit', 'card', 'company', 'like', 'breach', 'step', 'reworks', 'ipokiller', 'give', 'afterpay', 'verdict']","[-9.04016630165279, -170.02828568220139, -154.16204434633255, -18.596637062728405]",1
730,"['how', 'would', 'tax', 'outside', 'investor', 'unrealized', 'gain', 'vanished', 'penalize', 'company', 'how', 'i', 'legitimate', 'taxpayer', 'hurt', 'happen', 'rework', 'investor', 'please', 'think', 'tweet']","[-12.215445511043072, -213.1695456057787, -185.930684030056, -15.44861962646246]",2
731,"['let', 'check', 'rework', 'po']","[-2.6748412400484085, -23.620938435196877, -28.66717553138733, -11.265318375080824]",2
732,"['incredibly', 'stable', 'company', 'rework', 'appears', 'to', 'be', 'investing', 'in', 'incredibly', 'stable', 'industry', 'sport']","[-6.912254320457578, -135.27255326509476, -117.58263671398163, 1.3447351977229118]",2
733,"['nyligen', 'last', 'ive', 'never', 'felt', 'professionally', 'lonelier', 'than', 'i', 'did', 'rework']","[-1.9229563437402248, -105.28798815608025, -90.20898711681366, -4.665530323982239]",1
734,[],"[-0.24414794892072678, -0.7523792237043381, -1.8131031394004822, -1.7852350026369095]",1
735,"['rework', 'latest', 'threat', 'oldschool', 'landlords', 'trying', 'copy', 'rework']","[-4.097492406144738, -76.1375118046999, -74.2111064195633, -16.210332859307528]",1
736,"['this', 'wednesday', '918', '530', 'pm', 'matt', 'chesky', 'present', '205', 'hudson', 'street', 'new', 'york', 'ny', 'bonus', 'attendee', 'receive', 'free', 'whitelabel', 'chariot', 'agency', 'power', 'leo', 'worth', '6', '000', 'rsvp']","[21.674497313797474, -195.15311647951603, -208.48156049847603, -12.14007643610239]",2
737,"['that', 'wrap', 'first', 'many', 'show', 's', 'o', 'a', 'huge', 'thank', 'you', 'sponsor', 'stay', 'tuned']","[-3.253465248271823, -105.60369512438774, -94.78842920064926, -11.931329134851694]",2
738,"['postbank', 'seek', 'avoid', 'rework', 'liability', 'new', 'investment', 'source']","[-5.059007143601775, -80.6763619184494, -74.02949446439743, -7.332195345312357]",1
739,"['biggest', 'surprise', 'pull', 'musk', 'bury', 'bad', 'footnote', '10', 'consider', 'creative', 'accounting', 'rework', 'ink', 'parma', 'gen', 'electric', 'deutsche', 'b', 'surprised', 'ce', 'f', 'o', 'dint', 'goose', 'stock', 'maybe', '4', '5', 'day', 'sell', 'outta', 'lock-up', 'kinda', 'rare', 'honesty']","[-0.03909640200436115, -305.57181446254253, -269.89411613345146, -20.821503542363644]",2
740,"['holy', 'moly', 'postbank', 'take', '6', '5', 'billion', 'loss', 'get', 'much', 'financial', 'exposure', 'oh', 'financial', 'system', 'remains', 'hugely', 'vulnerable']","[3.7538995146751404, -178.8913311213255, -146.09162533283234, 4.217552524060011]",1
741,"['drop', 'focus', 'well', 'keep', 'eye', 'let', 'know', 'development']","[-2.701187539845705, -62.88439430296421, -61.541738867759705, -12.165020998567343]",2
742,"['peloton', 'flywheel', 'lock', 'escalate', 'legal', 'battle', 'now', 'peloton', 'prepares', 'go', 'public', 'want', 'know', 'flywheel', 'discuss', 'lawsuit', 'rework', 'third', 'party']","[-8.897798258811235, -173.7783272266388, -165.27378976345062, -16.45244637876749]",2
743,"['meet', 'staff', 'time', 'organize', 'fellow', 'rework', 'employee', 'demand', 'company', 'fully', 'reimburse', 'worthless', 'stock', 'option', 'end', 'force', 'arbitration', 'agreement']","[-11.298553610220551, -189.3597760349512, -167.13609290122986, -18.38151055201888]",1
744,"['rework', 'pull', 'thousand', 'phone', 'booth', 'service', 'formaldehyde', 'scare']","[-4.585500443354249, -81.38179790973663, -74.13465172052383, -12.948948178440332]",1
745,"['leased', 'rework', '1000', 'markup']","[12.963917249813676, -18.98530299961567, -32.20126298069954, -4.074889939278364]",2
746,"['sec', 'fordham', 'university', 'school', 'law', 'host', 'conference', 'combating', 'community-based', 'financial', 'fraud', 'sounds', 'like', 'a', 'rework', 'seminar', 'community-based', 'financial', 'fraud']","[-13.726237956434488, -231.84162168204784, -187.3514839410782, 2.6370931565761566]",2
747,"['can', 'agree', 'rework', 'tech', 'company']","[-5.71781288087368, -41.86622592806816, -41.14727520942688, -8.892422549426556]",2
748,"['rework', 'ceo', 'adam', 'neumann', 'step', 'amid', 'controversy', 'retain', 'chair', 'role']","[-8.949543576687574, -96.74596318602562, -84.8072013258934, -11.779060933738947]",1
749,"['i', 'wonder', 'many', 'time', 'rework', 'mention', 'call']","[-4.701142517849803, -57.71844294667244, -54.138581573963165, -5.830303095281124]",2
750,"['rework', ""n't"", 'only', 'wreck', 'hiding', 'your', 'portfolio']","[-1.0199188571423292, -55.93181391060352, -57.09624528884888, -13.446269199252129]",1
751,"['postbank', 'to', 'take', 'over', 'rework', 'in', 'major', 'blow', 'to', 'jp', 'morgan', 'adam', 'neumann', 'jpmhttps', 'newsfilter', 'io', 'article', 'softbanktotakeoverweworkinmajorblowtojpmorganadamneumannf624fc95018ee0a7c743e9b27a886fa5']","[22.22646900638938, -202.0490213483572, -213.97338870167732, -4.233758684247732]",2
752,"['développeur', 'full-back', 'js', 'h', 'f', 'rework', 'moonlit', 'paris', 'france']","[-2.0107987951487303, -76.93856021016836, -73.00090681016445, -9.190963208675385]",2
753,"['window', 'closing', 'fast', 'rework', 'parent', 'launch', 'po', 'year']","[-6.44366661272943, -67.15381160378456, -66.00334560871124, -9.336377631872892]",2
754,"['that', 'funny', 'i', 'felt', 'sleepiness', 'every', 'time', 'i', 'rework', 'turns', 'founder', 'obsess', 'rich', 'change', 'world']","[-7.250537823885679, -130.04449462890625, -118.13122081756592, -11.087158493697643]",1
755,"['story', 'turn', 'first', 'class', 'detective', 'thriller', 'stock']","[-4.096819279715419, -68.66433945298195, -61.36528468132019, -5.3046242743730545]",2
756,"['after', 'rework', 'debacle', 'postbank', 'bos', 'son', 'adopt', 'cautious', 'po', 'course']","[-5.832884673029184, -90.72372923791409, -82.51831084489822, -14.671805810183287]",2
757,"['work', 'stay', 'despite', 'rework', 'concern', 'jefferies', 'dbs']","[-6.25067900493741, -58.089026018977165, -61.280580163002014, -13.863890774548054]",1
758,['apply'],"[-0.15506722778081894, -7.986610934138298, -7.918018341064453, -0.43456456810235977]",2
759,"['why', 'rework', 'failed', 'po', 'might', 'not', 'mean', 'disaster', 'for', 'postbank', 'after', 'all']","[-3.451240476220846, -98.66152898967266, -91.58161532878876, -11.823142405599356]",3
760,"['i', 'understand', 'why', 'postbank', 'give', 'neumann', '1', '000', '000', '000', 'why', 'let', 'rework', 'fail', 'implode', 'do', 'think', 'save', 'recover', 'anything', 'back', 'investment']","[33.74175001680851, -160.35386537015438, -167.27760681509972, 8.351667795330286]",2
761,"['lots', 'extremely', 'successful', 'cash', 'early', 'but', 'ceo', 'pocket', '700', 'million', 'still', 'far', 'normal', 'via']","[9.386461108922958, -125.07095927000046, -109.51604241132736, 2.8939541168510914]",2
762,"['building', 'team', 'all', 'social', 'medium', 'guru', 'pls', 'dm', 'email', 'meeting', 'rework', 'office', 'city']","[-1.6215015146881342, -125.07766675949097, -101.3246500492096, 2.034793794155121]",2
763,"['you', 'mean', 'rework']","[-2.320215366780758, -20.889420300722122, -22.518796980381012, -8.463539496064186]",2
764,"['rework', 'look', 'sell', 'spin', 'acquisition', 'include', 'firm', 'conductor']","[-3.7906395383179188, -83.70685632526875, -71.56490391492844, -5.479910079389811]",2
765,"['expectations', 'rework', 'continue', 'deflate', 'new', 'york', 'city-based', 'unicorn', 'move', 'toward', 'initial', 'public', 'offering']","[-11.314455272629857, -145.17792417109013, -125.82582348585129, -8.220823772251606]",2
766,"['rework', 'pulls', 'out', 'its', 'troubled', 'po']","[-1.1045149397104979, -45.51786834001541, -44.58948069810867, -9.400707487016916]",2
767,"['the', 'turmoil', 'reworks', 'heavily', 'impact', 'postbank', 'force', 'consider', 'funnel', '1', 'billion', 'rework', 'delayed', 'po']","[-2.0186250153928995, -130.47359174489975, -119.13965120911598, -12.432247135788202]",1
768,"['getting', 'fire', 'rework', 'way']","[-3.561825603246689, -28.954943627119064, -32.74411255121231, -8.221906308084726]",1
769,"['neumann', 'he', 'cling', 'power', 'thing', 'go', 'bad', 'is', 'not', 'the', 'right', 'response', 'ahead', 'likely', 'wish', 'rework', ""c'mon"", 'surfer']","[-5.8886554054915905, -147.08591417968273, -136.3045688867569, -14.133418750017881]",1
770,"['rework', 'pull', 'thousand', 'phone', 'booth', 'service', 'formaldehyde', 'scare']","[-4.585500443354249, -81.38179790973663, -74.13465172052383, -12.948948178440332]",1
771,"['are', 'bay', 'area', 'please', 'join', 'u', 'host', 'friend', 'san', 'jose', 'implementing', 'shiftless', 'testing', 'culture', 'present', 'baiji', 'joseph', 'thalupadath', 'director', 'quality', 'engineering', 'small', 'business', 'rsvp']","[-9.202800387516618, -261.99435164034367, -212.51241618394852, 2.552513424307108]",2
772,"['one', 'great', 'swindle', 'venture', 'capital', 'history', 'rework', 'story', 'keep', 'give']","[-5.8629392590373755, -90.54037930071354, -84.46084928512573, -14.777366232126951]",1
773,"['think', 'rework', 'go', 'public', 'matter', 'business', 'strategy', 'basically', 'long', 'term', 'ie', 'think', 'prove', 'anything', 'new', 'w', 'time']","[-6.446245662868023, -151.17951169610023, -136.51094490289688, -5.971011333167553]",2
774,"['rework', 'nearly', 'halves', 'its', 'po', 'valuation', 'amid', 'wary', 'investors']","[-3.4369863178581, -84.40840056538582, -75.13221418857574, -6.936956733465195]",2
775,"['rework', 'plan', 'lay', '4', '000', 'staff', 'ft']","[13.804405465722084, -34.085977643728256, -44.23007756471634, 0.06115551292896271]",1
776,"['el', 'fracas', 'de', 'rework', ""'pincha'"", 'la', 'opcs', 'en', 'pérdidas', 'la', 'valoraciones', 'absurd']","[-4.3241534903645515, -106.46781948953867, -95.24818776547909, -7.295661095529795]",2
777,"['how', 'get', 'po', 'do', 'first', 'spend', 'proceeds', 'the', 'energy', 'sector', 'topped', '2014', 'did', 'see', 'rework']","[4.756127949804068, -103.72806438803673, -108.77942743897438, -19.401918061077595]",2
778,"['rework', 'ceo', 'step', 'aside', 'amid', 'question', 'company', 'finance']","[-6.212168741971254, -80.64676317572594, -68.1024100780487, -5.499500896781683]",1
779,"[""three's"", 'huge', 'demand', 'rework', 'place', 'like', 'nec', 'they', 'hyped', 'expand', 'this', 'nothing', 'new', 'the', 'real', 'issue', 'people', 'postbank', 'stupid', 'know', 'look', 'like']","[-5.153897745534778, -189.2742330878973, -171.86307895183563, -23.292717445641756]",1
780,"['both', 'user', 'left', 'share', 'go', 'public', 'fairly', 'recently', 'hit', 'alltime', 'low', 'today', 'possibly', 'news', 'rework', 'pull', 'po']","[-0.9052318315953016, -142.07047176361084, -129.88265323638916, -9.654325887560844]",1
781,"['give', 'hour', 'i', 'shall', 'defeat', 'how', 'love']","[0.6129814703017473, -52.8431982845068, -47.33717352151871, -5.795124165713787]",3
